task_id,difficulty,prompt,canonical_query,generated_query,canonical_success,generated_success,is_correct,is_strict_match,match_type,execution_accuracy,f1_score,precision,recall,jaccard_similarity,query_similarity,canonical_count,generated_count,true_positives,false_positives,false_negatives,details
1.1,Easy technical prompt,Find the distinct IXPs' names of which the AS with asn 8075 is member of.,MATCH (:AS {asn: 8075})-[:MEMBER_OF]->(ixp:IXP) RETURN DISTINCT ixp.name,"MATCH (:AS {asn: 8075})-[:MEMBER_OF]-(ix:IXP)
RETURN DISTINCT ix.name",True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.6154,242,242,242,0,0,TP:242 FP:0 FN:0
1.2,Easy general prompt,Give me the names of the IXPs where AS8075 is a member.,MATCH (:AS {asn: 8075})-[:MEMBER_OF]->(ixp:IXP) RETURN DISTINCT ixp.name,MATCH (:AS {asn: 8075})-[:MEMBER_OF]-(ix:IXP) RETURN ix.name,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.5385,242,708,242,0,0,TP:242 FP:0 FN:0
2.1,Easy technical prompt,Find the percentage of the population for the Country with country_code 'US' hosted by the AS with asn 8075.,MATCH (:AS {asn:8075})-[p:POPULATION]-(:Country {country_code:'US'}) RETURN p.percent,MATCH (:AS {asn: 8075})-[p:POPULATION]->(:Country {country_code: 'US'}) RETURN p.percent,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.9167,1,1,1,0,0,Exact match: 0.038855139
2.2,Easy general prompt,Find the percentage of United States' population covered by AS8075.,MATCH (:AS {asn:8075})-[p:POPULATION]-(:Country {country_code:'US'}) RETURN p.percent,MATCH (a:AS {asn: 8075})-[r:POPULATION]->(c:Country {country_code: 'US'}) RETURN r.percent,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.5625,1,1,1,0,0,Exact match: 0.038855139
3.1,Medium technical prompt,Find rank numbers and the corresponding rank names for the AS with asn 8075 in the Country with country_code 'US'.,"MATCH (:AS  {asn:8075})-[r1:RANK]-(r2:Ranking)--(:Country {country_code:'US'}) RETURN r1.rank, r2.name","MATCH (:AS {asn: 8075})-[r:RANK]->(rk:Ranking)-[:COUNTRY]->(:Country {country_code: 'US'})
RETURN r.rank, rk.name",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.4762,1,1,1,0,0,All columns match: r1.rank=130
3.2,Medium general prompt,Find ranks and the corresponding rank names of AS8075 in the United States.,"MATCH (:AS {asn:8075})-[r1:RANK]-(r2:Ranking)--(:Country {country_code:'US'}) RETURN r1.rank, r2.name","MATCH (:AS {asn: 8075})-[r:RANK]->(rk:Ranking)-[:COUNTRY]->(:Country {country_code: 'US'}) RETURN r.rank, rk.name",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.4762,1,1,1,0,0,All columns match: r1.rank=130
4.1,Hard technical prompt,Find all the AS nodes that have a peer to peer relationship with the AS with asn 8075.,MATCH (:AS {asn:8075})-[:PEERS_WITH {rel: 0}]-(a:AS) RETURN a,"MATCH (:AS {asn: 8075})-[:PEERS_WITH]-(peer:AS)
RETURN peer",True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.5385,1226,1294,440,0,0,TP:440 FP:0 FN:0
4.2,Hard general prompt,Find the ASes that are peering with AS8075.,MATCH (:AS {asn:8075})-[:PEERS_WITH]-(a:AS) RETURN a,MATCH (:AS {asn: 8075})-[:PEERS_WITH]-(peer:AS) RETURN peer,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.6364,1294,1294,440,0,0,TP:440 FP:0 FN:0
5.1,Easy technical prompt,Find the distinct names of the AS with asn 8075.,MATCH (:AS {asn:8075})-[:NAME]-(n:Name) RETURN DISTINCT n.name,MATCH (a:AS {asn: 8075})-[:NAME]-(n:Name) RETURN DISTINCT n.name,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,3,3,3,0,0,TP:3 FP:0 FN:0
5.2,Easy general prompt,Give me the names of AS8075.,MATCH (:AS {asn:8075})-[:NAME]-(n:Name) RETURN DISTINCT n.name,MATCH (a:AS {asn: 8075})-[:NAME]-(n:Name) RETURN n.name,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.8182,3,6,3,0,0,TP:3 FP:0 FN:0
6.1,Easy technical prompt,Find all distinct tag labels of the AS with asn 8075.,MATCH (:AS {asn:8075})-[:CATEGORIZED]-(t:Tag) RETURN DISTINCT t.label,MATCH (:AS {asn: 8075})-[:CATEGORIZED]->(t:Tag) RETURN DISTINCT t.label,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,10,10,10,0,0,TP:10 FP:0 FN:0
6.2,Easy general prompt,Find the tags of AS8075.,MATCH (:AS {asn:8075})-[:CATEGORIZED]-(t:Tag) RETURN DISTINCT t.label,MATCH (a:AS {asn:8075})-[:CATEGORIZED]-(t:Tag) RETURN t.label,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.8182,10,11,10,0,0,TP:10 FP:0 FN:0
7.1,Easy technical prompt,Find all distinct tag labels of the Prefix with prefix 206.191.224.0/19.,MATCH (:Prefix {prefix: '206.191.224.0/19'})-[:CATEGORIZED]-(t:Tag) RETURN DISTINCT t.label,"MATCH (:Prefix {prefix: '206.191.224.0/19'})-[:CATEGORIZED]->(t:Tag)
RETURN DISTINCT t.label",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,2,2,2,0,0,TP:2 FP:0 FN:0
7.2,Easy general prompt,Find the tags of 206.191.224.0/19.,MATCH (:Prefix {prefix: '206.191.224.0/19'})-[:CATEGORIZED]-(t:Tag) RETURN DISTINCT t.label,MATCH (p:Prefix {prefix: '206.191.224.0/19'})-[:CATEGORIZED]->(t:Tag) RETURN t.label,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.75,2,2,2,0,0,TP:2 FP:0 FN:0
8.1,Medium technical prompt,Find the rank number for the AS with asn 8075 in the Ranking with name 'CAIDA ASRank'.,MATCH (:AS  {asn:8075})-[r:RANK]-(:Ranking {name:'CAIDA ASRank'}) RETURN r.rank,MATCH (:AS {asn: 8075})-[r:RANK]-(:Ranking {name: 'CAIDA ASRank'}) RETURN r.rank,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 2941.0
8.2,Medium general prompt,Find the CAIDA AS rank for AS8075.,MATCH (:AS {asn:8075})-[r:RANK]-(:Ranking {name:'CAIDA ASRank'}) RETURN r.rank,"MATCH (a:AS {asn: 8075})-[r:RANK]->(rank:Ranking) RETURN rank.name, r.rank",True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.6,1,13,1,0,0,Generated returns full nodes (1 values)
9.1,Medium technical prompt,Find the rank number for the DomainName with name 'iij.ad.jp' in the Ranking with name 'Cisco Umbrella Top 1 million'.,MATCH (:DomainName {name: 'iij.ad.jp'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,MATCH (:DomainName {name: 'iij.ad.jp'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 346679.0
9.2,Medium general prompt,Find the rank for 'iij.ad.jp' in the 'Cisco Umbrella Top 1 million' list.,MATCH (:DomainName {name: 'iij.ad.jp'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,MATCH (:DomainName {name: 'iij.ad.jp'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 346679.0
10.1,Medium technical prompt,Find the rank number for the HostName with name 'www.cisco.com' in the Ranking with name 'Cisco Umbrella Top 1 million'.,MATCH (:HostName {name: 'www.cisco.com'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,MATCH (:HostName {name: 'www.cisco.com'})-[r:RANK]->(:Ranking {name: 'Cisco Umbrella Top 1 million'}) RETURN r.rank,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.9167,1,1,1,0,0,Exact match: 859.0
10.2,Medium general prompt,Find the rank for 'www.cisco.com' in the 'Cisco Umbrella Top 1 million' list.,MATCH (:HostName {name: 'www.cisco.com'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,MATCH (:HostName {name: 'www.cisco.com'})-[r:RANK]-(:Ranking {name:'Cisco Umbrella Top 1 million'}) RETURN r.rank,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 859.0
11.1,Easy technical prompt,Find all distinct tag labels of the URL with url 'https://www.aliexpress.com/'.,MATCH (:URL {url: 'https://www.aliexpress.com/'})-[:CATEGORIZED]->(t:Tag) RETURN DISTINCT t.label,MATCH (:URL {url: 'https://www.aliexpress.com/'})-[:CATEGORIZED]->(t:Tag) RETURN DISTINCT t.label,True,True,True,False,semantic_equivalent_answer,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,High value overlap: 1/1 match
11.2,Easy general prompt,Find the tags of 'https://www.aliexpress.com/'.,MATCH (:URL {url: 'https://www.aliexpress.com/'})-[:CATEGORIZED]->(t:Tag) RETURN DISTINCT t.label,MATCH (:URL {url: 'https://www.aliexpress.com/'})-[:CATEGORIZED]->(t:Tag) RETURN t.label,True,True,True,False,semantic_equivalent_answer,1.0,1.0,1.0,1.0,1.0,0.9091,1,1,1,0,0,High value overlap: 1/1 match
12.1,Medium technical prompt,Find the value of QUERIED_FROM for the DomainName with name 'microsoft.com' in the Country with country_code 'JP'.,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(:Country {country_code: 'JP'}) RETURN q.value,"MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(:Country {country_code: 'JP'})
RETURN q.value",True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 2.472693
12.2,Medium general prompt,How many times was 'microsoft.com' queried from Japan?,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(:Country {country_code: 'JP'}) RETURN q.value,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]-(c:Country {name: 'Japan'}) RETURN q.value,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.6,1,1,1,0,0,Exact match: 2.472693
13.1,Medium technical prompt,Find the value of QUERIED_FROM for the DomainName with name 'microsoft.com' from the AS with asn 577.,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(a:AS {asn: 577}) RETURN q.value,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(:AS {asn: 577}) RETURN q.value,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.9231,1,1,1,0,0,Exact match: 0.422089
13.2,Medium general prompt,How many times was 'microsoft.com' queried from AS577?,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]->(a:AS {asn: 577}) RETURN q.value,MATCH (:DomainName {name: 'microsoft.com'})-[q:QUERIED_FROM]-(:AS {asn: 577}) RETURN q.value,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.8462,1,1,1,0,0,Exact match: 0.422089
14.1,Easy technical prompt,Find the distinct AS' asn of the ASes with name 'Microsoft'.,MATCH (a:AS)-[:NAME]-(:Name {name: 'Microsoft'}) RETURN DISTINCT a.asn,MATCH (a:AS)-[:NAME]-(n:Name) WHERE toLower(n.name) CONTAINS 'microsoft' RETURN DISTINCT a.asn,True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.6,1,73,1,0,0,Generated returns full nodes (1 values)
14.2,Easy general prompt,Find Microsoft's AS numbers.,MATCH (a:AS)-[:NAME]-(:Name {name: 'Microsoft'}) RETURN DISTINCT a.asn,MATCH (a:AS)-[:NAME]-(n:Name) WHERE toLower(n.name) CONTAINS 'microsoft' RETURN DISTINCT a.asn,True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.6,1,73,1,0,0,Generated returns full nodes (1 values)
15.1,Easy technical prompt,Find the distinct AuthoritativeNameServer's names that manage the DomainName with name 'com'.,MATCH (:DomainName {name: 'com'})-[:MANAGED_BY]->(a:AuthoritativeNameServer) RETURN DISTINCT a.name,MATCH (:DomainName {name: 'com'})-[:MANAGED_BY]-(a:AuthoritativeNameServer) RETURN DISTINCT a.name,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,13,13,13,0,0,TP:13 FP:0 FN:0
15.2,Easy general prompt,Who manages the 'com' domain?,MATCH (:DomainName {name: 'com'})-[:MANAGED_BY]->(a:AuthoritativeNameServer) RETURN DISTINCT a.name,MATCH (:DomainName {name: 'com'})-[:MANAGED_BY]-(:AuthoritativeNameServer)-[:RESOLVES_TO]-(:IP)-[:PART_OF]-(:Prefix)-[:ORIGINATE]-(:AS)-[:MANAGED_BY]->(o:Organization) RETURN DISTINCT o.name,True,True,False,False,no_overlap,0.0,0.0,0.0,0.0,0.0,0.4286,13,3,0,3,13,TP:0 FP:3 FN:13 | No common results
16.1,Hard technical prompt,Find the distinct AuthoritativeNameServer's names that manage the IP with ip 72.163.5.201.,MATCH (a:AuthoritativeNameServer)<-[:MANAGED_BY]-(:DomainName)<-[:PART_OF]-(:HostName)-[:RESOLVES_TO]->(:IP {ip: '72.163.5.201'}) RETURN DISTINCT a.name,MATCH (a:AuthoritativeNameServer)-[:RESOLVES_TO]->(i:IP {ip: '72.163.5.201'}) RETURN DISTINCT a.name,True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.6111,5,1,1,0,0,Generated returns properties (1 values)
16.2,Hard general prompt,Who manages DNS for the IP address 72.163.5.201?,MATCH (a:AuthoritativeNameServer)<-[:MANAGED_BY]-(:DomainName)<-[:PART_OF]-(:HostName)-[:RESOLVES_TO]->(:IP {ip: '72.163.5.201'}) RETURN DISTINCT a.name,"MATCH (:IP {ip: '72.163.5.201'})-[:PART_OF]->(:Prefix)<-[:ORIGINATE]-(:AS)-[:MANAGED_BY]->(o:Organization)
RETURN o.name",True,True,False,False,no_overlap,0.0,0.0,0.0,0.0,0.0,0.375,5,4,0,2,5,TP:0 FP:2 FN:5 | No common results
17.1,Easy technical prompt,Find the hege values of the AS with asn 109 that depends on the AS with asn 3356.,MATCH (:AS {asn: 109})-[d:DEPENDS_ON]->(:AS {asn: 3356}) RETURN d.hege,MATCH (:AS {asn: 109})-[r:DEPENDS_ON]->(:AS {asn: 3356}) RETURN r.hege,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.7143,2,2,2,0,0,TP:2 FP:0 FN:0
17.2,Easy general prompt,Find the AS hegemony value from AS109 to AS3356.,MATCH (:AS {asn: 109})-[d:DEPENDS_ON]->(:AS {asn: 3356}) RETURN d.hege,MATCH (:AS {asn: 109})-[r:DEPENDS_ON]->(:AS {asn: 3356}) RETURN r.hege,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.7143,2,2,2,0,0,TP:2 FP:0 FN:0
18.1,Hard technical prompt,Find the AS' asn on which United States (Country with country_code 'US') depends the most according to the Ranking with name 'IHR country ranking: Total AS (US)'.,MATCH (a:AS)-[r:RANK]->(:Ranking {name: 'IHR country ranking: Total AS (US)'})-[:COUNTRY]->(:Country {country_code: 'US'}) RETURN a.asn ORDER BY r.hege DESC LIMIT 1,MATCH (a:AS)-[r:RANK]->(ranking:Ranking) WHERE ranking.name = 'IHR country ranking: Total AS (US)' AND r.rank = 1 RETURN a.asn,True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.3793,1,1,1,0,0,Exact match: 3356.0
18.2,Hard general prompt,On which AS does the United States depend on the most?,MATCH (a:AS)-[r:RANK]->(:Ranking {name: 'IHR country ranking: Total AS (US)'})-[:COUNTRY]->(:Country {country_code: 'US'}) RETURN a.asn ORDER BY r.hege DESC LIMIT 1,"MATCH (a:AS)-[ra:RANK {rank: 1}]->(r:Ranking)-[:COUNTRY]-(:Country {country_code:'US'}) WHERE ra.reference_name CONTAINS ""dependency"" RETURN a.asn, r.name",True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.4828,1,2,1,0,0,Generated returns full nodes (1 values)
19.1,Easy technical prompt,Find the Prefix's prefixes that originate from the AS with asn 109.,MATCH (p:Prefix)<-[:ORIGINATE]-(:AS {asn: 109}) RETURN p.prefix,MATCH (:AS {asn: 109})-[:ORIGINATE]->(p:Prefix) RETURN p.prefix,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.8182,268,268,138,0,0,TP:138 FP:0 FN:0
19.2,Easy general prompt,Find the originated prefixes of AS109.,MATCH (p:Prefix)<-[:ORIGINATE]-(:AS {asn: 109}) RETURN p.prefix,"MATCH (:AS {asn: 109})-[:ORIGINATE]->(p:Prefix)
RETURN p.prefix",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.8182,268,268,138,0,0,TP:138 FP:0 FN:0
20.1,Easy technical prompt,Find the distinct Prefix's prefixes that depend on the AS with asn 109.,MATCH (p:Prefix)-[:DEPENDS_ON]->(:AS {asn: 109}) RETURN DISTINCT p.prefix,MATCH (p:Prefix)-[:DEPENDS_ON]->(:AS {asn: 109}) RETURN DISTINCT p.prefix,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,1.0,130,130,130,0,0,TP:130 FP:0 FN:0
20.2,Easy general prompt,Find the prefixes depending on AS109.,MATCH (p:Prefix)-[:DEPENDS_ON]->(:AS {asn: 109}) RETURN DISTINCT p.prefix,"MATCH (p:Prefix)-[:DEPENDS_ON]->(:AS {asn: 109})
RETURN p.prefix",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,130,130,130,0,0,TP:130 FP:0 FN:0
21.1,Easy technical prompt,Find the distinct Prefix's prefixes that are categorized with the Tag with label 'Anycast'.,MATCH (p:Prefix)-[:CATEGORIZED]->(:Tag {label: 'Anycast'}) RETURN DISTINCT p.prefix,MATCH (p:Prefix)-[:CATEGORIZED]-(:Tag {label: 'Anycast'}) RETURN DISTINCT p.prefix,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.9091,5372,5372,5372,0,0,TP:5372 FP:0 FN:0
21.2,Easy general prompt,Give me anycast prefixes.,MATCH (p:Prefix)-[:CATEGORIZED]->(:Tag {label: 'Anycast'}) RETURN DISTINCT p.prefix,MATCH (p:Prefix)-[:CATEGORIZED]-(t:Tag) WHERE toLower(t.label) CONTAINS 'anycast' RETURN p.prefix,True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,0.5,5372,5372,5372,0,0,TP:5372 FP:0 FN:0
22.1,Easy technical prompt,Find the distinct Prefix's prefixes from Country with country_code 'US'.,MATCH (p:Prefix)-[:COUNTRY]->(:Country {country_code: 'US'}) RETURN DISTINCT p.prefix,MATCH (p:Prefix)-[:COUNTRY]->(c:Country {country_code: 'US'}) RETURN DISTINCT p.prefix LIMIT 10,True,True,True,False,semantic_equivalent_limit,1.0,1.0,1.0,1.0,1.0,0.7857,1086543,10,10,0,0,"Generated has LIMIT, returns perfect subset (10 of 1086543)"
22.2,Easy general prompt,Find prefixes locaed in the United States.,MATCH (p:Prefix)-[:COUNTRY]->(:Country {country_code: 'US'}) RETURN DISTINCT p.prefix,MATCH (p:Prefix)-[:COUNTRY]-(c:Country {country_code: 'US'}) RETURN p.prefix LIMIT 10,True,True,True,False,semantic_equivalent_limit,1.0,1.0,1.0,1.0,1.0,0.6429,1086543,10,10,0,0,"Generated has LIMIT, returns perfect subset (10 of 1086543)"
23.1,Easy technical prompt,From AS with asn 109 find all the AS siblings and return their asn.,MATCH (:AS {asn: 109})-[:SIBLING_OF]-(a:AS) RETURN a.asn,MATCH (:AS {asn: 109})-[:SIBLING_OF]-(sibling:AS) RETURN sibling.asn,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.6364,9,9,9,0,0,TP:9 FP:0 FN:0
23.2,Easy general prompt,Find siblings of AS109.,MATCH (:AS {asn: 109})-[:SIBLING_OF]-(a:AS) RETURN a.asn,MATCH (a:AS {asn: 109})-[:SIBLING_OF]-(sibling:AS) RETURN sibling,True,True,True,False,semantic_equivalent,1.0,1.0,1.0,1.0,1.0,0.7273,9,9,9,0,0,TP:9 FP:0 FN:0
24.1,Easy technical prompt,Find the distinct IP's ips which HostName with name 'microsoft.com' resolves to.,MATCH (:HostName {name: 'microsoft.com'})-[:RESOLVES_TO]->(i:IP) RETURN DISTINCT i.ip,"MATCH (:HostName {name: 'microsoft.com'})-[:RESOLVES_TO]->(i:IP)
RETURN DISTINCT i.ip",True,True,True,True,exact_match,1.0,1.0,1.0,1.0,1.0,1.0,7,7,7,0,0,TP:7 FP:0 FN:0
24.2,Easy general prompt,Which IPs does 'microsoft.com' resolve to?,MATCH (:HostName {name: 'microsoft.com'})-[:RESOLVES_TO]->(i:IP) RETURN DISTINCT i.ip,"MATCH (:DomainName {name: 'microsoft.com'})--(:HostName)-[:RESOLVES_TO]->(ip:IP)
RETURN ip.ip",True,True,True,False,semantic_equivalent_node_property,1.0,1.0,1.0,1.0,1.0,0.5714,7,28369,7,0,0,Generated returns full nodes (7 values)
25.1,Medium technical prompt,Find the AS' asn which is the target of AtlasMeasurement with id 6907267 which the AtlasProbe with id 1004379 is part of.,MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(a:AS) RETURN a.asn,"MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(a:AS)
RETURN a.asn",True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Exact match: 15562.0
25.2,Medium general prompt,Find the ASes that are targeted by the Atlas measurement with ID 6907267. The Atlas probe with ID 1004379 participates in this measurement.,MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(a:AS) RETURN a.asn,"MATCH (m:AtlasMeasurement {id: 6907267})-[:TARGET]->(a:AS)
MATCH (p:AtlasProbe {id: 1004379})-[:PART_OF]->(m)
RETURN a",True,True,True,True,numeric_exact_match,1.0,1.0,1.0,1.0,1.0,0.7,1,1,1,0,0,Exact match: 15562.0
27.1,Medium technical prompt,Find the IP's ip which is the target of AtlasMeasurement with id 6907267 which the AtlasProbe with id 1004379 is part of.,MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(i:IP) RETURN i.ip,"MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(ip:IP)
RETURN ip.ip",True,True,True,False,semantic_equivalent_answer,1.0,1.0,1.0,1.0,1.0,0.7647,1,1,1,0,0,Same answer values: {'185.104.128.1'}
27.2,Medium general prompt,Find the IPs that are targeted by the Atlas measurement with ID 6907267. The Atlas probe with ID 1004379 participates in this measurement.,MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(i:IP) RETURN i.ip,"MATCH (:AtlasProbe {id: 1004379})-[:PART_OF]->(:AtlasMeasurement {id: 6907267})-[:TARGET]->(ip:IP)
RETURN ip.ip",True,True,True,False,semantic_equivalent_answer,1.0,1.0,1.0,1.0,1.0,0.7647,1,1,1,0,0,Same answer values: {'185.104.128.1'}
28.1,Easy technical prompt,Return the id of the OpaqueID which marks the Prefix with prefix 156.0.199.0/24 as available.,MATCH (:Prefix {prefix: '156.0.199.0/24'})-[:AVAILABLE]->(o:OpaqueID) RETURN o.id,MATCH (:Prefix {prefix: '156.0.199.0/24'})-[:AVAILABLE]->(o:OpaqueID) RETURN o.id,True,True,True,False,semantic_equivalent_answer,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,Same answer values: {'afrinic'}
